City,Total_cases,Total_deaths,Total_tests,Active_cases,Date
Navajo Nation ,4253,146,25452,4107,05-21-2020
South Dakota ,4250,48,31301,1057,05-21-2020
New Hampshire ,3868,190,57505,2290,05-21-2020
Oregon ,3801,144,102149,2251,05-21-2020
Puerto Rico ,2913,126,13022,1937,05-21-2020
Idaho ,2506,77,38567,1050,05-21-2020
North Dakota ,2229,51,61279,838,05-21-2020
Maine ,1877,73,40609,694,05-21-2020
West Virginia ,1593,70,81343,546,05-21-2020
Vermont ,950,54,25701,69,05-21-2020
Wyoming ,787,11,18840,242,05-21-2020
Hawaii ,643,17,46304,48,05-21-2020
Montana ,479,16,30524,23,05-21-2020
Alaska ,402,10,37045,40,05-21-2020
Guam ,160,5,4920,30,05-21-2020
United States Virgin Islands ,69,6,1384,2,05-21-2020
Northern Mariana Islands ,22,2,3817,7,05-21-2020
New York ,366357,28885,1600793,274341,05-22-2020
New Jersey ,154166,10985,545487,133946,05-22-2020
Illinois ,102686,4607,672020,97968,05-22-2020
Massachusetts ,90084,6148,501486,51387,05-22-2020
California ,88664,3623,1451754,68860,05-22-2020
Pennsylvania ,69915,5012,390822,57532,05-22-2020
Texas ,53626,1487,801833,20303,05-22-2020
Michigan ,53510,5129,471628,20147,05-22-2020
Florida ,49451,2190,837172,39623,05-22-2020
Maryland ,44424,2207,227902,39411,05-22-2020
Georgia ,41218,1785,427249,39093,05-22-2020
Connecticut ,39208,3582,202747,29362,05-22-2020
Louisiana ,36925,2668,311808,8008,05-22-2020
Virginia ,34950,1136,249940,28851,05-22-2020
Indiana ,30409,1941,208561,26599,05-22-2020
Ohio ,30212,1840,309564,23409,05-22-2020
Colorado ,23191,1310,139937,20390,05-22-2020
North Carolina ,21780,761,303224,9382,05-22-2020
Washington ,20041,1075,298751,13679,05-22-2020
Minnesota ,19005,851,180971,5458,05-22-2020
Tennessee ,18961,313,360583,6865,05-22-2020
Iowa ,16417,421,119472,7138,05-22-2020
Arizona ,15608,775,245486,14763,05-22-2020
Wisconsin ,13885,487,177123,5670,05-22-2020
Rhode Island ,13736,579,127139,12073,05-22-2020
Alabama ,13476,536,177079,12920,05-22-2020
Veteran Affairs ,12979,1110,143876,2659,05-22-2020
Mississippi ,12624,596,137973,4347,05-22-2020
Missouri ,11698,672,161984,8061,05-22-2020
Nebraska ,11425,143,78654,10933,05-22-2020
South Carolina ,9379,416,138238,2920,05-22-2020
Kansas ,8673,205,71203,5613,05-22-2020
Delaware ,8529,322,48986,3911,05-22-2020
Kentucky ,8286,386,166240,4892,05-22-2020
District Of Columbia ,7893,418,42993,6406,05-22-2020
Utah ,7874,92,182874,3186,05-22-2020
Nevada ,7401,381,117606,1981,05-22-2020
New Mexico ,6472,294,152767,4137,05-22-2020
Oklahoma ,5849,307,149595,1009,05-22-2020
Arkansas ,5458,110,100391,1433,05-22-2020
South Dakota ,4356,50,32344,1039,05-22-2020
Navajo Nation ,4253,146,25452,4107,05-22-2020
New Hampshire ,3935,199,62935,1969,05-22-2020
Oregon ,3817,145,105224,2266,05-22-2020
Puerto Rico ,3030,126,13022,2054,05-22-2020
Idaho ,2534,77,39362,1078,05-22-2020
North Dakota ,2317,52,62830,860,05-22-2020
Maine ,1948,76,40609,680,05-22-2020
West Virginia ,1616,71,84829,568,05-22-2020
Vermont ,952,54,25733,64,05-22-2020
Wyoming ,801,12,18840,243,05-22-2020
Hawaii ,647,17,47149,51,05-22-2020
Montana ,479,16,31857,22,05-22-2020
Alaska ,402,10,39545,36,05-22-2020
Guam ,165,5,4920,35,05-22-2020
United States Virgin Islands ,69,6,1384,2,05-22-2020
Northern Mariana Islands ,22,2,3817,7,05-22-2020
New York ,368816,29038,1652061,276418,05-23-2020
New Jersey ,154646,11081,578735,132136,05-23-2020
Illinois ,105444,4715,697133,97376,05-23-2020
Massachusetts ,90889,6228,511644,52112,05-23-2020
California ,90777,3688,1470549,70079,05-23-2020
Pennsylvania ,70816,5127,398852,26169,05-23-2020
Texas ,54616,1512,835178,20827,05-23-2020
Michigan ,53913,5158,489397,20521,05-23-2020
Florida ,50127,2233,858112,40256,05-23-2020
Maryland ,45495,2243,232327,40009,05-23-2020
Georgia ,42132,1811,453537,39624,05-23-2020
Connecticut ,39640,3637,202747,29739,05-23-2020
Louisiana ,37040,2689,314447,8102,05-23-2020
Virginia ,35749,1159,258163,29543,05-23-2020
Indiana ,30901,1964,208561,26983,05-23-2020
Ohio ,30865,1879,309847,23652,05-23-2020
Colorado ,23487,1324,142667,20672,05-23-2020
North Carolina ,22864,778,329582,10449,05-23-2020
Washington ,20176,1071,308358,13752,05-23-2020
Minnesota ,19845,861,189493,5499,05-23-2020
Tennessee ,19394,315,368170,6513,05-23-2020
Iowa ,16800,444,123266,7168,05-23-2020
Arizona ,16039,799,245486,15170,05-23-2020
Wisconsin ,14396,496,187099,5551,05-23-2020
Rhode Island ,13952,597,130132,12271,05-23-2020
Alabama ,13839,541,182107,5347,05-23-2020
Veteran Affairs ,13196,1116,165357,1869,05-23-2020
Mississippi ,13005,616,143033,4708,05-23-2020
Missouri ,11852,681,172946,8206,05-23-2020
Nebraska ,11662,147,80475,11166,05-23-2020
South Carolina ,9638,419,154746,3176,05-23-2020
Kansas ,9024,207,76434,5962,05-23-2020
Delaware ,8690,324,48986,4070,05-23-2020
Kentucky ,8426,391,171338,4966,05-23-2020
Utah ,8057,93,186834,3368,05-23-2020
District Of Columbia ,7966,427,51991,6470,05-23-2020
Nevada ,7696,387,125394,2270,05-23-2020
New Mexico ,6625,302,158383,4174,05-23-2020
Oklahoma ,5960,311,160903,1116,05-23-2020
Arkansas ,5612,113,103047,1470,05-23-2020
South Dakota ,4468,50,32344,1151,05-23-2020
Navajo Nation ,4434,147,26045,4287,05-23-2020
New Hampshire ,4014,204,66376,1728,05-23-2020
Oregon ,3864,147,107839,1823,05-23-2020
Puerto Rico ,3100,127,13022,2123,05-23-2020
Idaho ,2595,79,39595,1137,05-23-2020
North Dakota ,2365,52,64148,862,05-23-2020
Maine ,2013,77,40609,744,05-23-2020
West Virginia ,1717,72,84829,535,05-23-2020
Vermont ,954,54,27424,63,05-23-2020
Wyoming ,803,12,19424,240,05-23-2020
Hawaii ,642,17,47985,40,05-23-2020
Montana ,479,16,32652,22,05-23-2020
Alaska ,404,10,41446,38,05-23-2020
Guam ,165,5,4920,35,05-23-2020
United States Virgin Islands ,69,6,1457,2,05-23-2020
Northern Mariana Islands ,22,2,4089,7,05-23-2020
New York ,369656,29112,1699826,276464,05-24-2020
New Jersey ,154828,11092,578735,132307,05-24-2020
Illinois ,107796,4790,722247,99653,05-24-2020
California ,92672,3759,1517413,71773,05-24-2020
Massachusetts ,91662,6304,520986,52809,05-24-2020
Pennsylvania ,71608,5164,410112,25816,05-24-2020
Texas ,55485,1527,870935,21491,05-24-2020
Michigan ,54365,5223,512891,15974,05-24-2020
Florida ,50867,2237,872916,40992,05-24-2020
Maryland ,46313,2277,240362,40753,05-24-2020
Georgia ,42838,1824,481954,40317,05-24-2020
Connecticut ,40022,3675,208367,29725,05-24-2020
Louisiana ,37169,2689,316036,8231,05-24-2020
Virginia ,36244,1171,272333,29971,05-24-2020
Ohio ,31478,1960,316494,23780,05-24-2020
Indiana ,31376,1976,220801,27446,05-24-2020
Colorado ,23964,1327,147744,21146,05-24-2020
North Carolina ,23364,784,336656,10943,05-24-2020
Minnesota ,20573,878,197964,5580,05-24-2020
Washington ,20395,1076,308409,13920,05-24-2020
Tennessee ,19789,329,373758,6715,05-24-2020
Iowa ,17244,450,127850,7507,05-24-2020
Arizona ,16339,800,260660,15469,05-24-2020
Wisconsin ,14877,507,194206,6021,05-24-2020
Alabama ,14260,551,185799,5758,05-24-2020
Rhode Island ,14065,608,132701,12373,05-24-2020
Mississippi ,13252,625,146959,4946,05-24-2020
 Veteran Affairs ,13240,1116,165357,1913,05-24-2020
Missouri ,12095,688,165411,8390,05-24-2020
Nebraska ,11989,147,83485,11493,05-24-2020
South Carolina ,9895,425,163818,3427,05-24-2020
Kansas ,8990,207,76434,4965,05-24-2020
Delaware ,8809,326,51870,4187,05-24-2020
Kentucky ,8571,391,171459,5078,05-24-2020
Utah ,8260,97,190779,3265,05-24-2020
District Of Columbia ,7966,427,51991,6470,05-24-2020
Nevada ,7770,392,125394,2339,05-24-2020
New Mexico ,6795,308,169119,4130,05-24-2020
Oklahoma ,6037,311,160903,1038,05-24-2020
Arkansas ,5775,115,106594,1564,05-24-2020
South Dakota ,4563,50,34905,1142,05-24-2020
Navajo Nation ,4434,147,26045,4287,05-24-2020
New Hampshire ,4089,208,68601,1684,05-24-2020
Oregon ,3888,147,110207,1847,05-24-2020
Puerto Rico ,3189,127,13022,2212,05-24-2020
Idaho ,2626,79,40609,1168,05-24-2020
North Dakota ,2418,53,65488,869,05-24-2020
Maine ,2055,78,40609,714,05-24-2020
West Virginia ,1759,72,85694,577,05-24-2020
Vermont ,956,54,28590,63,05-24-2020
Wyoming ,813,12,20034,250,05-24-2020
Hawaii ,643,17,48821,37,05-24-2020
Montana ,479,16,33381,22,05-24-2020
Alaska ,408,10,42351,40,05-24-2020
Guam ,166,5,4920,23,05-24-2020
United States Virgin Islands ,69,6,1457,2,05-24-2020
Northern Mariana Islands ,22,2,4757,7,05-24-2020
New York ,371193,29231,1739449,277682,05-25-2020
New Jersey ,156142,11152,603807,132028,05-25-2020
Illinois ,110304,4856,747921,102095,05-25-2020
California ,94486,3790,1582745,73438,05-25-2020
Massachusetts ,92675,6372,532373,53754,05-25-2020
Pennsylvania ,71961,5173,416383,25195,05-25-2020
Texas ,56166,1535,872935,22138,05-25-2020
Michigan ,54679,5228,537698,16283,05-25-2020
Florida ,51746,2252,909928,41856,05-25-2020
Maryland ,47152,2302,249577,41567,05-25-2020
Georgia ,43344,1830,513545,40817,05-25-2020
Connecticut ,40468,3693,214136,30153,05-25-2020
Louisiana ,37809,2690,330898,6419,05-25-2020
Virginia  ,37727,1208,289579,31374,05-25-2020
Ohio ,31973,1976,324553,24259,05-25-2020
Indiana ,31715,1984,226251,27777,05-25-2020
Colorado ,24174,1332,150308,21351,05-25-2020
North Carolina ,24056,790,344690,11629,05-25-2020
Minnesota ,21315,890,204059,5609,05-25-2020
Washington ,20595,1086,316276,14095,05-25-2020
Tennessee ,20145,336,383576,7064,05-25-2020
Iowa ,17561,459,132659,7758,05-25-2020
Arizona ,16561,806,268384,15685,05-25-2020
Wisconsin ,15277,510,201483,6418,05-25-2020
Alabama ,14632,560,188774,6121,05-25-2020
Rhode Island ,14065,608,132701,12373,05-25-2020
Veteran Affairs ,13294,1130,165357,1953,05-25-2020
Mississippi ,13252,625,146959,4946,05-25-2020
Missouri ,12267,690,165411,8560,05-25-2020
Nebraska ,12134,150,86027,11635,05-25-2020
South Carolina ,10096,435,163947,3618,05-25-2020
Kansas ,9085,207,76434,5060,05-25-2020
Delaware ,8965,332,53896,3940,05-25-2020
Kentucky ,8571,391,171459,5078,05-25-2020
Utah ,8392,97,194433,3214,05-25-2020
District Of Columbia ,8110,432,51991,6598,05-25-2020
Nevada ,7879,394,133508,2446,05-25-2020
New Mexico ,6943,317,173481,4162,05-25-2020
Oklahoma ,6090,313,160980,1063,05-25-2020
Arkansas ,5922,116,108581,1658,05-25-2020
Navajo Nation ,4633,153,27508,4480,05-25-2020
South Dakota ,4563,50,34905,1142,05-25-2020
New Hampshire ,4149,209,70927,1736,05-25-2020
Oregon ,3927,148,112195,1885,05-25-2020
Puerto Rico ,3260,129,13022,2281,05-25-2020
Idaho ,2626,79,41406,1168,05-25-2020
North Dakota ,2457,54,66350,852,05-25-2020
Maine ,2074,78,40609,706,05-25-2020
West Virginia  ,1774,72,86325,592,05-25-2020
Vermont ,962,54,29669,65,05-25-2020
Wyoming ,838,12,20034,251,05-25-2020
Hawaii ,643,17,49572,35,05-25-2020
Montana ,479,16,33682,22,05-25-2020
Alaska ,408,10,43507,40,05-25-2020
Guam ,166,5,4920,23,05-25-2020
United States Virgin Islands ,69,6,1457,2,05-25-2020
Northern Mariana Islands ,22,2,4757,7,05-25-2020
New York ,372494,29310,1739449,278656,05-26-2020
New Jersey ,157106,11192,635892,132007,05-26-2020
Illinois ,112017,4884,769564,103518,05-26-2020
California ,96925,3809,1645002,74635,05-26-2020
Massachusetts ,93271,6416,540561,54306,05-26-2020
Pennsylvania ,72706,5184,424710,25920,05-26-2020
Texas ,56740,1542,906074,19849,05-26-2020
Michigan ,54881,5240,537698,16473,05-26-2020
Florida ,52255,2259,924920,41482,05-26-2020
Maryland ,47687,2333,254487,42071,05-26-2020
Georgia ,43730,1871,514945,41162,05-26-2020
Connecticut ,40873,3742,221726,30509,05-26-2020
Virginia ,39342,1236,298270,32879,05-26-2020
Louisiana ,38054,2690,330898,6664,05-26-2020
Ohio ,32535,1994,330334,24529,05-26-2020
Indiana ,32078,2004,230749,28120,05-26-2020
North Carolina ,24310,797,352331,11876,05-26-2020
Colorado ,24269,1333,153683,21445,05-26-2020
Minnesota ,21960,908,209898,5529,05-26-2020
Washington ,20966,1090,326593,14277,05-26-2020
Tennessee ,20607,338,396219,7196,05-26-2020
Iowa ,17669,471,133910,7756,05-26-2020
Arizona ,16783,807,268384,15906,05-26-2020
Wisconsin ,15584,514,208963,5863,05-26-2020
Alabama ,15311,573,193759,6787,05-26-2020
Rhode Island ,14210,634,135363,12492,05-26-2020
Mississippi ,13731,652,154624,3678,05-26-2020
Veteran Affairs ,13347,1133,165357,1781,05-26-2020
Missouri ,12428,696,176451,8715,05-26-2020
Nebraska ,12355,150,88350,11856,05-26-2020
South Carolina ,10178,440,166020,3695,05-26-2020
Kansas ,9261,209,81399,5197,05-26-2020
Delaware ,9066,335,53896,3929,05-26-2020
Kentucky ,8571,391,171459,5078,05-26-2020
Utah ,8521,98,196468,3205,05-26-2020
District Of Columbia ,8334,440,51991,6814,05-26-2020
Nevada ,7953,396,142833,2518,05-26-2020
New Mexico ,7026,320,177361,4184,05-26-2020
Oklahoma ,6137,318,161033,1105,05-26-2020
Arkansas ,6029,117,111622,1663,05-26-2020
Navajo Nation ,4689,156,27508,4533,05-26-2020
South Dakota ,4653,50,35283,1075,05-26-2020
New Hampshire ,4197,210,72829,1553,05-26-2020
Oregon ,3949,148,113858,1907,05-26-2020
Puerto Rico ,3324,129,13022,2345,05-26-2020
Idaho ,2626,79,41406,1168,05-26-2020
North Dakota ,2457,54,66350,852,05-26-2020
Maine ,2109,79,40609,712,05-26-2020
West Virginia ,1797,73,87483,614,05-26-2020
Vermont ,967,54,30423,65,05-26-2020
Wyoming ,843,12,20389,232,05-26-2020
Hawaii ,643,17,50371,35,05-26-2020
Montana ,479,17,33834,21,05-26-2020
Alaska ,409,10,44472,41,05-26-2020
Guam ,167,5,4920,23,05-26-2020
United States Virgin Islands ,69,6,1457,2,05-26-2020
Northern Mariana Islands ,22,2,4757,7,05-26-2020
New York ,373622,29451,1774733,279305,05-27-2020
New Jersey ,157485,11310,635892,132268,05-27-2020
Illinois ,113195,4923,786794,104657,05-27-2020
California ,99873,3852,1696396,75181,05-27-2020
Massachusetts ,93693,6473,545481,54671,05-27-2020
Pennsylvania ,73328,5280,433989,26446,05-27-2020
Texas ,57744,1563,944405,19776,05-27-2020
Michigan ,55608,5334,537698,17106,05-27-2020
Florida ,52634,2320,935271,41652,05-27-2020
Maryland ,48423,2392,262055,42748,05-27-2020
Georgia ,44421,1907,518591,41817,05-27-2020
Connecticut ,41303,3769,225362,30912,05-27-2020
Virginia ,40249,1281,308153,33601,05-27-2020
Louisiana ,38497,2722,347647,7075,05-27-2020
Ohio ,33075,2012,339400,25049,05-27-2020
Indiana ,32437,2030,235333,28453,05-27-2020
North Carolina ,24803,831,364156,9018,05-27-2020
Colorado ,24565,1352,157036,21491,05-27-2020
Minnesota ,22464,942,216532,5208,05-27-2020
Washington ,21209,1086,332791,14169,05-27-2020
Tennessee ,20965,343,403504,7288,05-27-2020
Iowa ,18273,488,139157,7856,05-27-2020
Arizona ,17262,831,279550,16361,05-27-2020
Wisconsin ,15863,517,216737,5941,05-27-2020
Alabama ,15775,581,195794,7243,05-27-2020
Rhode Island ,14353,655,138383,12614,05-27-2020
Mississippi ,14044,670,154624,3973,05-27-2020
Veteran Affairs ,13559,1193,172046,1510,05-27-2020
Missouri ,12668,701,179943,8921,05-27-2020
Nebraska ,12619,153,90748,12117,05-27-2020
South Carolina ,10416,446,178119,3927,05-27-2020
Kansas ,9264,211,81399,5092,05-27-2020
Delaware ,9096,344,54914,3950,05-27-2020
Kentucky ,8951,394,193576,5442,05-27-2020
Utah ,8620,101,198592,3173,05-27-2020
District Of Columbia ,8406,445,42055,6881,05-27-2020
Nevada ,8114,396,148525,1866,05-27-2020
New Mexico ,7130,325,180646,4241,05-27-2020
Oklahoma ,6229,322,161033,772,05-27-2020
Arkansas ,6180,119,115499,1729,05-27-2020
South Dakota ,4710,54,38006,1037,05-27-2020
Navajo Nation ,4689,157,27855,4532,05-27-2020
New Hampshire ,4231,214,74263,1467,05-27-2020
Oregon ,3967,148,115538,1925,05-27-2020
Puerto Rico ,3397,129,13022,2418,05-27-2020
Idaho ,2699,81,42776,518,05-27-2020
North Dakota ,2457,56,67340,639,05-27-2020
Maine ,2137,81,49792,699,05-27-2020
West Virginia ,1867,74,88461,613,05-27-2020
Vermont ,971,54,30999,68,05-27-2020
Wyoming ,850,13,21502,230,05-27-2020
Hawaii ,643,17,51202,33,05-27-2020
Montana ,481,17,35643,20,05-27-2020
Alaska ,411,10,44964,39,05-27-2020
Guam ,170,5,5803,22,05-27-2020
United States Virgin Islands ,69,6,1539,2,05-27-2020
Northern Mariana Islands ,22,2,5200,7,05-27-2020
New York ,376060,29622,1876789,280910,05-28-2020
New Jersey ,158699,11401,685857,132139,05-28-2020
Illinois ,114306,5083,803973,105608,05-28-2020
California ,101836,3955,1736894,75957,05-28-2020
Massachusetts ,94220,6547,552144,55124,05-28-2020
Pennsylvania ,74103,5407,442871,23869,05-28-2020
Texas ,59138,1602,962814,19596,05-28-2020
Michigan ,55608,5334,537698,17106,05-28-2020
Florida ,53285,2364,953321,42259,05-28-2020
Maryland ,49709,2428,316797,43880,05-28-2020
Georgia ,45070,1962,523359,42411,05-28-2020
Virginia ,41401,1338,319600,34591,05-28-2020
Connecticut ,41288,3803,229769,30863,05-28-2020
Louisiana ,38809,2745,355027,7364,05-28-2020
Ohio ,33497,2053,349725,25430,05-28-2020
Indiana ,33068,2068,242287,28222,05-28-2020
North Carolina ,25526,859,375192,9713,05-28-2020
Colorado ,24767,1392,160796,21653,05-28-2020
Minnesota ,22947,977,225208,5315,05-28-2020
Washington ,21422,1093,335801,14345,05-28-2020
Tennessee ,21306,353,409630,7037,05-28-2020
Iowa ,18524,503,142023,7884,05-28-2020
Arizona ,17763,857,287605,16836,05-28-2020
Wisconsin ,16462,539,227067,6077,05-28-2020
Alabama ,16181,590,200481,6236,05-28-2020
Rhode Island ,14494,677,140365,12733,05-28-2020
Mississippi ,14372,693,163530,4278,05-28-2020
Veteran Affairs ,13657,1200,172046,1589,05-28-2020
Nebraska ,12976,163,93347,12464,05-28-2020
Missouri ,12813,705,185240,9061,05-28-2020
South Carolina ,10623,466,181154,4114,05-28-2020
Kansas ,9412,214,84488,5179,05-28-2020
Delaware ,9171,345,56801,3917,05-28-2020
Kentucky ,9077,400,200762,5553,05-28-2020
Utah ,8706,105,200626,3255,05-28-2020
District Of Columbia ,8492,453,42697,6959,05-28-2020
Nevada ,8114,402,148525,1860,05-28-2020
New Mexico ,7252,329,180646,4285,05-28-2020
Arkansas ,6277,120,118641,1733,05-28-2020
Oklahoma ,6270,326,178638,708,05-28-2020
Navajo Nation ,4842,158,28958,4684,05-28-2020
South Dakota ,4793,54,38006,1120,05-28-2020
New Hampshire ,4286,223,75858,1372,05-28-2020
Oregon ,4038,148,116992,1996,05-28-2020
Puerto Rico ,3486,131,13022,2505,05-28-2020
Idaho ,2731,82,43629,464,05-28-2020
North Dakota  ,2481,57,68254,631,05-28-2020
Maine ,2189,84,49792,703,05-28-2020
West Virginia ,1906,74,90315,625,05-28-2020
Vermont ,974,55,31152,64,05-28-2020
Wyoming ,860,14,21659,222,05-28-2020
Hawaii ,644,17,51839,27,05-28-2020
Montana ,485,17,36793,23,05-28-2020
Alaska ,412,10,46363,38,05-28-2020
Guam ,171,5,5803,23,05-28-2020
United States Virgin Islands ,69,6,1539,2,05-28-2020
Northern Mariana Islands ,22,2,5200,7,05-28-2020
New York ,377714,29751,1944130,282046,05-30-2020
New Jersey ,160989,11634,745308,133499,05-30-2020
Illinois ,117455,5270,855479,108570,05-30-2020
California ,107059,4137,1835595,79624,05-30-2020
Massachusetts ,95512,6718,571745,42440,05-30-2020
Pennsylvania ,75302,5493,452927,23831,05-30-2020
Texas ,62126,1654,1027675,20335,05-30-2020
Michigan ,56621,5406,537698,18047,05-30-2020
Florida ,55424,2447,995886,44315,05-30-2020
Maryland ,52015,2509,339361,45935,05-30-2020
Georgia ,46286,2003,539641,43586,05-30-2020
Virginia ,43611,1370,340856,36496,05-30-2020
Connecticut ,41762,3868,241393,30383,05-30-2020
Louisiana ,39577,2785,368819,8092,05-30-2020
Ohio ,34625,2137,367526,26452,05-30-2020
Indiana ,34211,2125,248713,29308,05-30-2020
North Carolina ,27793,929,404157,11910,05-30-2020
Colorado ,25613,1436,173300,22455,05-30-2020
Minnesota ,24190,1036,242508,5290,05-30-2020
Washington ,22097,1116,348233,14844,05-30-2020
Tennessee ,22085,360,421967,7809,05-30-2020
Arizona ,19255,903,307715,18282,05-30-2020
Iowa ,19178,531,150216,7691,05-30-2020
Wisconsin ,17707,568,251295,6755,05-30-2020
Alabama ,17203,616,211032,7232,05-30-2020
Mississippi ,15229,723,173468,5105,05-30-2020
Rhode Island ,14819,711,150317,13024,05-30-2020
Veteran Affairs ,13657,1200,179287,1218,05-30-2020
Nebraska ,13654,170,99158,13135,05-30-2020
Missouri ,13207,743,199855,9417,05-30-2020
South Carolina ,11131,483,194047,4605,05-30-2020
